"prey_id","predator_id","source_id","year_min","year_max","warm_cool_years","odd_even_years","season_min","season_max","month_min","month_max","date_min","date_max","time_min","time_max","lat_min","lat_max","lon_min","lon_max","predator_lowest_taxonomic_level","predator_life_stage","predator_life_stage_min","predator_life_stage_max","predator_freshwater_age","predator_freshwater_age_min","predator_freshwater_age_max","predator_ocean_age","predator_ocean_age_min","predator_ocean_age_max","predator_maturity","predator_maturity_min","predator_maturity_max","predator_length_value_cm","predator_length_min_cm","predator_length_max_cm","predator_weight_value_g","predator_weight_min_g","predator_weight_max_g","predator_subsample_id","predator_sex","hatchery_wild","predator_replicates","predator_notes","gear_type_predator_id1","gear_type_predator_id2","gear_type_predator_id3","gear_type_predator_id4","gear_type_predator_id5","prey_lowest_taxonomic_level","prey_kingdom","prey_phylum","prey_class","prey_order","prey_family","prey_genus","prey_species","prey_life_stage","prey_life_stage_min","prey_life_stage_max","prey_length_value_mm","prey_length_min_mm","prey_length_max_mm","prey_weight_value_mg","prey_weight_min_mg","prey_weight_max_mg","prey_sex","prey_subsample_id","prey_replicates","prey_notes","gear_type_prey_id1","gear_type_prey_id2","gear_type_prey_id3","gear_type_prey_id4","gear_type_prey_id5","biological_parameter","prey_bio_notes","value","mean","error","min","max","units"
27,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Gastropoda","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,"small",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",23,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.02,NA,NA,NA,"milligrams"
28,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Clio","Animalia","Mollusca","Gastropoda","Pteropoda","Cliidae","Clio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",24,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.667,NA,NA,NA,"milligrams"
29,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Clione","Animalia","Mollusca","Gastropoda","Pteropoda","Clionidae","Clione",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",25,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,6.94,NA,NA,NA,"milligrams"
30,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Bivalvia","Animalia","Mollusca","Bivalvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",26,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.005,NA,NA,NA,"milligrams"
31,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Coleoidea","Animalia","Mollusca","Cephalopoda",NA,NA,NA,NA,"juvenile",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",27,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,188,NA,NA,NA,"milligrams"
32,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Coleoidea","Animalia","Mollusca","Cephalopoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",28,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,485,NA,NA,NA,"milligrams"
33,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Insecta","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",29,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.34,NA,NA,NA,"milligrams"
34,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Diptera","Animalia","Arthropoda","Insecta","Diptera",NA,NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",30,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.44,NA,NA,NA,"milligrams"
35,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Cirripedia","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",31,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,3.57,NA,NA,NA,"milligrams"
36,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Cirripedia","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,"cyprid",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",32,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.288,NA,NA,NA,"milligrams"
37,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Cirripedia","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,"nauplius",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",33,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.19,NA,NA,NA,"milligrams"
38,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Conchoecia","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia",NA,"small",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",34,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.175,NA,NA,NA,"milligrams"
39,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Conchoecia","Animalia","Arthropoda","Ostracoda","Halocyprida","Halocyprididae","Conchoecia",NA,"large",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",35,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,18,NA,NA,NA,"milligrams"
40,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Ostracoda","Animalia","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",36,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.06,NA,NA,NA,"milligrams"
41,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Podon","Animalia","Arthropoda","Branchiopoda","Onychopoda","Podonidae","Podon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",37,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.039,NA,NA,NA,"milligrams"
42,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Caligidae","Animalia","Arthropoda","Hexanauplia","Siphonostomatoida","Caligidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",38,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.008,NA,NA,NA,"milligrams"
43,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanoida","Animalia","Arthropoda","Hexanauplia","Calanoida",NA,NA,NA,"egg",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",39,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.01,NA,NA,NA,"milligrams"
44,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus marshallae","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","marshallae","copepodite",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",40,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.253,NA,NA,NA,"milligrams"
45,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus marshallae","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","marshallae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",41,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.43,NA,NA,NA,"milligrams"
46,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus marshallae","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","marshallae","adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",42,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.725,NA,NA,NA,"milligrams"
47,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus marshallae","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","marshallae","adult",NA,NA,NA,NA,NA,NA,NA,NA,"male",43,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.446,NA,NA,NA,"milligrams"
48,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus pacificus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","pacificus","adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",44,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.655,NA,NA,NA,"milligrams"
49,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus pacificus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus","pacificus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",45,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.487,NA,NA,NA,"milligrams"
50,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus",NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",46,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.19,NA,NA,NA,"milligrams"
51,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",47,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.619,NA,NA,NA,"milligrams"
52,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanidae","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",48,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,0.158,NA,NA,NA,"milligrams"
53,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"female",49,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,2.15,NA,NA,NA,"milligrams"
54,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Calanus","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Calanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",50,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,2.15,NA,NA,NA,"milligrams"
55,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Epilabidocera longipedata","Animalia","Arthropoda","Hexanauplia","Calanoida","Pontellidae","Epilabidocera","longipedata","adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",51,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.8,NA,NA,NA,"milligrams"
56,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Epilabidocera longipedata","Animalia","Arthropoda","Hexanauplia","Calanoida","Pontellidae","Epilabidocera","longipedata","adult",NA,NA,NA,NA,NA,NA,NA,NA,"male",52,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.8,NA,NA,NA,"milligrams"
57,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Eucalanus bungii","Animalia","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","bungii","adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",53,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,5.414,NA,NA,NA,"milligrams"
58,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Eucalanus bungii","Animalia","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","bungii","copepodite",NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",54,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,1.856,NA,NA,NA,"milligrams"
59,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Eucalanus bungii","Animalia","Arthropoda","Hexanauplia","Calanoida","Eucalanidae","Eucalanus","bungii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",55,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,3.62,NA,NA,NA,"milligrams"
60,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Paraeuchaeta elongata","Animalia","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Paraeuchaeta","elongata","adult",NA,NA,NA,NA,NA,NA,NA,NA,"female",56,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,2.3,NA,NA,NA,"milligrams"
61,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Paraeuchaeta elongata","Animalia","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Paraeuchaeta","elongata","adult",NA,NA,NA,NA,NA,NA,NA,NA,"male",57,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,5.3,NA,NA,NA,"milligrams"
62,7136,38,"1995",NA,NA,NA,NA,NA,"October","November","1995-10-08","1995-11-09",NA,NA,55.05,58.7,-133.9,-141.55,"Oncorhynchus","juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"unspecified","unspecified",427,NA,36,37,NA,NA,NA,"Paraeuchaeta elongata","Animalia","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Paraeuchaeta","elongata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unspecified",58,NA,NA,1,NA,NA,NA,NA,"prey_body_weight","Predator replicates is for all prey data. Weight is wet weight in this case. Note that this data comes from NOAA Auke Bay laboratory and Sound Ecosystem Assessment UAF/IMS",NA,3.85,NA,NA,NA,"milligrams"
